Datum,Relativt arbetslöshetstal,Ungdomsarbetslöshetstal (under 25 år),Arbetslöshetstal 55 år o äldre,"Långtidsarbetslöshetstal, 6 mån +",Långtidsarbetslöshetstal under 25 år,Långtidsarbetslöshetstal 55 år o äldre,Lediga platser / arbetslösa,Antal,Primärnäringar_omsättning,Livsmedelsindustri_omsättning,Övrig industri_omsättning,"Vatten, gas, el, värme och avloppshantering_omsättning",Byggverksamhet_omsättning,Handel_omsättning,Transport_omsättning,Hotell och restaurang_omsättning,Finans och försäkring_omsättning,Företagstjänster_omsättning,Personliga tjänster_omsättning,Totalsumma_omsättning,Primärnäringar_lön,Livsmedelsindustri_lön,Övrig industri_lön,"Vatten, gas, el, värme och avloppshantering_lön",Byggverksamhet_lön,Handel_lön,Transport_lön,Hotell och restaurang_lön,Finans och försäkring_lön,Företagstjänster_lön,Personliga tjänster_lön,Totalsumma_lön,konsumenprisindex
2022-07-01,4.1,4.9,4.1,2.2,1.6,2.7,43.8,250278,2.7,15.2,13.6,6.9,10.9,47.1,96.1,15.8,5.2,11.8,4.9,230.2,867.0,1904.3,3282.9,712.0,2920.2,4448.7,16545.1,3338.5,3993.1,4964.3,3423.4,46399.5,6.8
2022-08-01,3.9,4.8,3.7,2.0,1.6,2.6,46.6,159345,4.0,15.8,17.0,11.1,15.3,46.7,78.2,9.6,3.9,11.9,4.4,217.8,863.4,2190.5,2957.7,677.5,2898.2,4098.8,15740.8,2408.5,3723.3,4608.5,3343.5,43510.8,6.2
2022-09-01,4.1,5.3,4.2,2.0,1.5,2.6,39.4,110173,5.3,19.8,16.5,12.5,15.2,45.4,69.0,5.7,4.1,13.6,4.4,211.4,1108.1,2047.7,2853.2,682.2,2916.2,3656.4,13910.6,1767.3,3706.4,4514.9,3329.5,40492.5,7.4
2022-10-01,4.0,5.3,4.1,1.9,1.3,2.4,35.7,110492,8.5,19.0,18.6,11.2,17.3,43.3,68.9,4.1,5.2,11.9,4.7,212.6,1088.4,2040.1,2876.9,642.9,2933.3,3678.0,13356.4,1381.9,3802.3,4453.8,3177.5,39431.5,9.5
2022-11-01,3.9,5.7,4.2,1.9,1.3,2.5,34.5,99106,9.9,19.8,18.1,13.4,17.2,51.0,67.4,3.4,4.2,12.4,4.8,221.5,913.7,2061.2,3128.1,672.5,2880.1,3692.0,12791.6,1326.9,3793.7,4561.3,3174.5,38995.4,9.7
2022-12-01,4.4,6.3,4.5,1.9,1.1,2.5,48.6,98288,13.5,19.0,18.6,28.1,22.9,54.0,59.4,4.0,11.3,18.2,5.6,254.5,1076.8,2062.0,3134.2,804.1,3083.2,4175.2,14003.8,1471.0,4147.0,5105.5,3536.8,42599.6,9.8
2023-01-01,4.6,7.8,4.4,1.9,1.5,2.3,96.8,56107,8.1,13.9,16.4,15.8,10.3,34.7,49.6,2.7,5.2,11.6,4.6,172.8,732.0,2000.6,3097.4,678.1,2839.8,3608.3,13478.7,1083.5,3834.5,4562.6,3327.4,39243.0,10.7
2023-02-01,4.6,7.7,4.1,1.9,1.7,2.2,91.3,64756,4.3,17.2,15.1,15.2,12.4,34.5,55.0,2.7,4.6,11.6,3.7,176.3,699.3,2107.2,3181.1,689.0,2821.7,3537.8,12111.2,1030.2,4026.1,4475.0,3134.3,37812.8,11.3
2023-03-01,4.6,7.6,4.2,2.0,1.7,2.5,77.3,77525,2.5,22.1,18.7,13.5,15.3,42.3,64.6,3.4,4.9,14.1,4.0,205.6,722.6,2152.0,3220.8,676.6,2978.2,3559.9,13493.4,1106.4,5440.0,4622.0,3105.4,41077.2,9.0
2023-04-01,4.1,7.1,4.1,2.1,1.7,2.7,75.6,104863,4.1,27.6,14.5,10.0,14.2,40.8,67.1,3.8,4.9,12.7,3.8,203.6,757.7,2346.2,3308.5,696.6,2841.7,3801.7,14307.6,1252.8,4196.9,4824.5,3229.7,41563.9,9.4
2023-05-01,4.1,7.5,3.6,1.9,1.9,2.5,48.6,120762,3.5,27.8,18.9,8.3,17.7,49.1,79.4,5.6,5.4,14.2,3.7,233.7,871.1,3480.2,3583.7,682.4,3168.7,3833.0,14783.1,1613.7,4414.4,5007.1,3194.0,44631.5,7.6
2023-06-01,4.0,7.2,3.6,2.0,2.1,2.5,33.5,141737,3.5,29.3,18.0,6.8,19.5,47.4,87.1,9.2,7.1,15.1,4.5,247.7,1000.1,4058.3,4310.5,1079.6,4069.3,4876.4,16229.7,2333.2,6325.8,6657.8,4471.8,55412.7,7.6
2023-07-01,4.1,7.2,3.6,1.9,2.2,2.4,32.9,193815,2.5,26.4,14.2,5.7,12.9,45.4,91.0,15.8,4.8,12.9,4.5,236.0,821.3,2235.5,3458.8,790.7,3099.6,4449.4,16554.5,3516.3,4284.1,5251.0,3622.2,48083.3,7.9
2023-08-01,3.8,7.7,3.6,1.8,2.3,2.3,48.9,139003,3.3,25.2,16.2,6.6,14.1,42.9,75.2,8.7,4.6,13.0,4.2,213.9,922.3,2693.3,3046.6,793.7,3061.7,4112.5,15821.6,2475.4,4048.5,4846.3,3375.0,45197.0,8.1
2023-09-01,4.0,7.6,3.6,1.8,2.2,2.2,41.3,107994,4.4,28.6,17.3,5.9,17.2,42.2,65.9,5.1,7.1,14.1,4.0,211.8,1198.4,2530.7,3088.4,776.4,2977.3,3695.5,13741.8,1609.8,4041.8,4751.9,3205.5,41617.4,7.7
2023-10-01,3.9,6.7,3.7,1.8,2.3,2.0,38.0,95748,6.9,29.4,19.9,11.5,18.0,44.1,66.6,3.6,5.4,13.7,4.0,223.1,1133.5,2502.3,3091.4,779.3,2986.3,3727.8,13611.5,1456.1,4038.0,4724.9,3091.7,41142.7,5.7
2023-11-01,4.0,7.6,3.9,1.8,2.4,2.1,39.1,84981,9.9,31.2,17.7,11.3,19.6,47.3,64.3,3.5,4.8,13.0,3.4,226.1,910.5,2477.0,3236.2,818.5,2968.7,3717.7,13168.5,1393.6,4047.4,4801.5,3042.9,40582.6,4.9
2023-12-01,4.5,8.2,4.3,1.9,2.6,2.3,54.3,89524,10.1,29.9,17.2,14.8,19.7,46.9,57.2,4.2,11.7,21.2,3.9,236.7,991.6,2545.8,3273.8,1023.8,2919.2,3983.2,14638.8,1566.8,4498.1,5478.0,3155.7,44074.8,4.7
